tx_hash,block_number,unix_timestamp,date_time,from,to,quantity
0x2b9a5ec6a8fa4661fec579ecad11336f63d3d750aec1faf2fcabd28198af1bd6,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00c8d2f03af9ee67f36463ef212e09137800e377,917.617
0x9b493acadf1c581502fd6c43769e7d53ccb4f24e2e31eb75b1ad0d3e9ad58df5,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xbdc058e69ad60873787e67fe22ef40e6a82032e6,18.352
0xb1b539610058be8e7620aa1b6747af45855b511ec036277dc4c08abc6e95fe33,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x70c853a88dcfdf9996e60d3d33f3002ceddf46ca,958.91
0x3f18f49ed01da9bdeb5a1f12f28e735392812c42eb09fab6c61631547d7e3c7e,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xed4629967a1994b2f28b66ca0ad7d5f7bb583ee4,383.013
0xac1e5bd2613720fc542649256295da539794ad745edd4a6f4dd0a5317e384dca,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xafd6e8fdc9e0f3579e0b51f4af2587141b34ae18,145.937
0x839330a66dc393146157549b747cacbba22317911f6a5f3f75a627e83dc988b3,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x004aa70bdd021cf9aaae7e33feb7efb057255266,10.71
0x17ab717c3c312386b3367e25e03fc8041ea4c73eebdf2b1229c8a7ab883c1b24,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x008235374c2b0a0fadd61c6bbdde2b9983af91f4,13.397
0x47ade58c7ddfa7f6c5a31eed6d723de5d8d6a2e50d3e6f2ce0a166dc76ac5030,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x50b2c3a213d353c66a2138e3f21a1f909b0a87b8,11666.981
0xaec44f276f4e40b91f544fa20527b58ed0662e3e1632921f39bd2004093df9a4,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00a43389d6cada465a26af74f61c897d1855ca63,178.935
0xd4293df1e78b32d881bec095901d40e09e51910e373f04f89f17b1334bcd4f44,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0f2293358c8721bb10cf8fef9fc9704189581ccb,3028.045
0x83a7f98304fdc13a1f14567aebd88d740c186ffd0959a148344d852a08540b3b,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00a1b46319be9163b8ae30dbe506235608a563dc,2105.326
0xb75a64b70cd73d303079c863c31d5f904aa8b1887df6791376f2feaf4bac1048,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00e0ed608adb4488caaa5b7ae3e39f3d7ff7487b,110.114
0x8a6227d3d12f3f1193bab1f5772e8c13d6a75e00a41865f357c75b177de8f9e2,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0bae10406f82399bab8c8713aa8f5e0c05c98d84,3.775
0xac8d74f46388d93eba24b9307ed7292adc05916d3f2420f760bcf689fcb6ec3b,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00edd7f8f834eee9eff0a602e6cd8c11ab501e4d,13.81
0x9b1af97d87d7c54f18b0335300c34b8213b0ea5ed8a5e192d003bc935c56ffba,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xe9133e7d31845d5f2b66a2618792e869311acf66,18518.526
0x0b415acaa28110ed020d945b5041ee7db06e085bdba58a672e6f7f32e5d5a9cb,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00eb8e47a06707a3dfb17728f8961009adb88eb8,8.577
0xfb44f2824f846f2242094c3f20889ea4bba5ff4f8cff5899c45ec298dea71e83,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00d0036b211691a8f28a2f159a8db9d84fd3eee0,917.617
0xeb5b873d1deadd8b5b01b07e74e58815d373bc5a2614f81a6069944475f4a7b2,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x55a3df57b7aaec16a162fd5316f35bec082821cf,183.523
0xd87b8aad6a591fc0beaaf2903f775464584d0e5b8f4a9f3b000071667c625f41,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x9e8b9dc427650bb1136f50ab903b00fdee88e946,229.679
0xdacc91d1ba3a6e8e9723ba8e97bd61fbf77d0c018d232ca5c88492b5d93d64ed,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x22b2d90d35c20a47c6f579fb6603778e7010940b,117.042
0x714b5d7e63291b106e727d85aa387fcda93dc051077c86dc36bf04372ba082b8,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x3eef4ebb6697b4b0408d4394a37794b484f3f9fb,9.543
0x0eb75040dd71dca68877557513b51ab92c74c460790dee82ebcf900dcae6a3c2,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x46a1ee4cb00bd3f064e1a02fd5c187e34bf4c97c,1844.41
0x6895d591ab369729a113c3140c00870483ad724d6c5856de004cd306c85bcd17,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0074bac45b84b3067a8a8d7044396275532d72a5,293.637
0xef1ddd3861027935beb5af92b350d642fa943c0aa82e16dc78107bbe8b51859d,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x6503fe6dc225865a54dccca75e9410f53a35b137,73.638
0xf292c639fbac416b1a8f7f0d8bfa310ee0a41dfccf12fa3957a53f3e58233d7c,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xeb9458f5c5facbba1a3d21099f8bbec44d7e3d00,367.23
0x2ec02ab839bcf5e4ef1bef0b586c9b0b664b0e3f1177d56000d798f71dc1a381,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00882015100d9a8165e33467f695de68d115a172,183.706
0xa2d2839e6c4afd9f5ecdf2e682cf0d0a4a62e1340841c9c83e76c214ff9b72dc,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xb1e522a1fbfe27af28b0f198775fd9521588000c,375.305
0xe8743567f5a85c6918f5425a5a5752a433adb0fdbfbd6aea6f770fe0c0e46354,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x001adb13591f0a8ac80d152b8902b0a9e66aa599,4601.85
0xb10a492542830dc6fe4937ece4f814741c5306c0422f497bfe1b034218cca66f,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x053e71a33ab7f5250fd4cefe232b2fd6ec92b0a4,78.896
0x6644ec759b157edd46be27f92d96493506a4dccc534a02ac777228a02592edf5,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xc235870df0ab4d032329925e9f4024a6e753e7a7,50.285
0xe6f867bd7ecb99c6cd2ddc02d1fab37085cf7e385f54baee5da959f35d3110b9,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xb96841cabbc7dbd69ef0cf8f81dff3c8a5e21570,642.332
0x1f5fcf0258d1dff6ef72b94188df868df7c3a601a3de6c7255d92bfb0e0277f9,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x71a3d6c54338788dc4da94e34cd9ad2f1d89d7e0,29.914
0x128bc02e94af745d81f30762a6a7d71f87365751df8d32f137de36ee2ff1bfb9,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x390bd123181387d8427df74476627411146a0862,466.149
0x40ac9281b40a21c77de6761ebfa2d22d5cc0c80a8a7d1403cc5dbcc9a228eda6,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x38422523da6181fbda6662269bd301a95686a001,90.059
0xa2c8aba8655c4cec906528d60c3f89105869bd8d13d3f068532fcb2af601374c,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0710c910d3d8061019f91bb90ccdf607898e135e,204.169
0xb0115e4bce167a64f65ea62550aabffe81d3431c88d55f9c54f180a4b578b6e7,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x652346bcbe5e8683ade954a0b4491a58809fb539,7.34
0x21dd963da6c4d2ee6b7ddd3ac9e8ce84a30dfc64aaca529c4fc9a5c28f6a6ad5,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xe1f4258fad2126cdaab3266e9caa82bd51692980,262.438
0x9d4b30706a60e74c4d6c6d2653a54d478293221403b277633853407b0d4abe63,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x96f568fd6311f0fcf6c8fb0d017f4b7a85f5dd38,166.914
0xcb79799b45367d0eb0742f900c7e8b3a7825805848835e18198657041061b1b8,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x4514bcb1596297d8a9110c03306b47429203aaaa,110.114
0xf98b14a0443edc22fa640b554e2f6150aa72519f5376f997ced34f656b76a9ec,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0007e5053a12e40bc320f2be221a71b0bb72300c,9.176
0x5c05a80894fefb63dfd9da2d8f3468a3f655924f9d315a5216c244c2c0de870a,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0062bcd4cbb3f4501caa19a2abae06c7dad957e7,206.963
0x75d6c8773c0d05cf3efa57bdc789c411060b108c966a3b82febb7687e3cb7ae5,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xdb64136231a5004bf3fa556667b26e4eccc15bc5,71.832
0x7ad1fcb7ea13c713ec3854657003ab9651d879f4de2c8b07c7f3b4616f7abf99,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xaea57f34d0f7c04bf6f29e4b91baf66955901035,321.166
0x6200aca727de4a0e99b5179bd56b9d9277602aff8fec6b5d72136d657014689a,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x2063700c6e019a814d24f514ec6512711c399826,2294.043
0xe491accd1cc48f7f1ad0403b073fc0e0de9b03adb3b14c0f99a5eba4576d4f20,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xccb2545aaf81d791232b9e111f4acf0a182547f3,1468.187
0xa7f7474d9ecac878f6d3c14b749e5e81ad24056e188334a48174535639cce6d6,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x007e1b953932516a6560c9161409b4fa15595bd3,28.699
0x2bfb27b8b2138df09377b7efeaab4d789ddb87bf202077b1a1bad9b44b2a9394,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xae0942112b3e1d36089fc756b8a71cd765ed18eb,1791.418
0x2d6d6f77efeaa84e7b6f56ac9a300c174408c140ca2b01caf59d50dcbae64fa7,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x38db95df5bffa0bd5e39c27866f7d53e04c2f87c,137.642
0x543aee93a6d9d6f09be59f4eb85d620f9fc49045d99ba0774c1f76f816cb7eca,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x05e248f31370ff8f16c3bb5db186ff80eefafe62,220.686
0xac3b79fdad7fbb5b8c45789883ba3fe7f793c0550151b1c9e59ce94d6e07f4d1,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x106d77aa34d1fedbcdf0cfc17d140745aa5c2626,284.461
0x977bf5f0988b8e084cbadf043445ba637c3f06faaf174bb1603eda91c75df5fb,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xda2bf8e3c90f7250c9db68d9566f40350380149f,64.37
0x53f5c7f60e836f73e8f2400c15620a9a7df6bf1a62ddf42bc77f32d0a102c800,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x946ef62e1a97865e99dd8366a87506858d83f279,413.131
0xdc2ae925cf764bbe04e0e3109971682e0b7d0c20bda41a4a9adf427435062704,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x89af1ab14542363a2c631dac9d2eaafd0bfaf008,62.453
0x889a411c84344fc184b48f29a7f1ab208aabf1d11c7554056d0714330ed3e4ee,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00c5a77d735f01aab53e4ff89ccc60d503db7c3b,103.14
0x2efabf00d878b163e4674f85e89933020e2e2dead7bfef9a835516b4307c0b91,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x6abcac223e44ced17304fe30be5d35661ed1d142,144.111
0xdc5a3b1403e40ed146f0147b591ac5368c3f0cb4fb0b4f28eeb209ae971a0267,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0028dbe0396e7c888373dc2bf00ec85c292afd84,110.114
0x91af8d16b465e3c9e169a94c7acb103775f908b3fbaaf997b692e957e830e777,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0751f20e8b8b2686d8844d5c452ec8ecff3fc36a,64.233
0x616846dff0be4d845e24816ac3da49c3d98e7c69f6fe4a85c44145dd080278db,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00f91786aecd3995bf5fd3a6183973193b51d6b5,10.956
0x0065a2a8066c49197977a403627991c55e7dfd30fce9ef8ab201f479d5bb7e94,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x01c08575d845acf2bdd1df6b449afebe9e8910cf,91.761
0xe5f69069ae9670b21b7cbeaad378f2a263a3518724101fbc00b25b93838fdee5,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xb86a8cbd383f9a45c70ed742eb6edfa2e1aa8e9c,37.729
0xa6009c657964e73272b1fe9cfc34062c547f781938991c423f1f4c8b57b2cb23,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0xcfe809074cb2f767285e8f0bc8e2604116c7bdc9,1011.214
0x9b688ac6ce20cfe75c1a4e64c334db27bf7d6e23bd90d10e8bb4a9ec78a788fa,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x341e46b97431121edb45c7397534704946e1090f,99.102
0xac22271bb0be994048ac1a33be0caa55162bdc1faa1cd27d4b99f39b0538ac91,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x7dfc554e9b71dc76d1836307af3f81c15eb9d0bf,27.62
0xf6d815650e05e65b8853dc666b4d95d3dee9055064cb97a75c8b3019c8a51459,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x9e070de69e6cce7c2347b1b8e8bae4b68b04a8c6,71.023
0xc9d1431dea896f358658aacfe977f2e8c7397757cc123f66672096ba8ba11232,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x0002f625594208e49a2a858a109794d50276bf82,917.617
0x1123ea89ff60588cac95393d6ef21b0625cfaf8029e68c50b8a671ca18c14292,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x6f229ac4cc64385aa20b2cf7f75a9eba129b6711,97.064
0xf4d7a427758c7fd41e9a57231dbee11746fe5fd1b253eb3e065381f2aac57046,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x00d721f7b0f0217f3fe8b192b5a2a7feb22b296e,16.829
0x2405492de230c38d0b809e45f6903dd58d0b4de45d27442f85a09ad0e7458696,4440548,1509125830,10/27/2017 5:37:10 PM,0x54a2d42a40f51259dedd1978f6c118a0f0eff078,0x462cc75caee4d0be283eeddbc2cd5698b9880b91,45.88
